"","","Game","Watch time (mins)","Stream time (mins)","Peak viewers","Peak channels","Streamers","Average viewers","Average channels","Average viewer ratio",""
"1","","Fortnite","6467622960","397753020","1077180","34564","800661","149921","9220","16.26",""
"2","","League of Legends","4957357440","99841500","1147825","4981","164208","114913","2314","49.65",""
"3","","Just Chatting","2749177140","32037720","227149","1213","91574","63726","742","85.81",""
"4","","Dota 2","2678295180","27077340","353055","1331","36356","62083","627","98.91",""
"5","","Call of Duty: Black Ops 4","1822945680","72844500","179723","4249","254921","42256","1688","25.03",""
"6","","Counter-Strike: Global Offensive","1593387360","42565440","308216","1993","110383","36935","986","37.43",""
"7","","Overwatch","1310683860","55477800","259787","2133","129623","30382","1285","23.63",""
"8","","PUBG: BATTLEGROUNDS","1228027080","45245640","97870","1772","74828","28466","1048","27.14",""
"9","","World of Warcraft","1163434560","40256220","266514","2629","54828","26968","933","28.9",""
"10","","Hearthstone","1134907860","8769480","96121","317","19968","26307","203","129.42",""
"11","","Casino","1107523800","3438840","77569","152","2604","25672","79","322.06",""
"12","","Pokémon: Let's Go, Pikachu!","1047208680","10735620","143784","1583","16180","24274","248","97.55",""
"13","","FIFA 19","1042958280","17770620","160659","1134","49889","24176","411","58.69",""
"14","","Warframe","914172840","11317440","162653","756","21842","21190","262","80.78",""
"15","","Red Dead Redemption 2","905786640","53386260","103026","3315","114076","20996","1237","16.97",""
"16","","Fallout 76","812623020","32799240","209140","5476","59684","18836","760","24.78",""
"17","","Lost Ark","729008220","12808200","89384","1573","9661","16898","296","56.92",""
"18","","Grand Theft Auto V","577610880","16953840","64088","877","41074","13389","392","34.07",""
"19","","Dead by Daylight","527552340","23680800","49502","1300","42862","12228","548","22.28",""
"20","","Tom Clancy's Rainbow Six Siege","521541480","33982080","164174","1542","98353","12089","787","15.35",""
"21","","Battlefield V","499377600","15136800","89149","1160","46471","11575","350","32.99",""
"22","","Magic: The Gathering","424857180","5635140","54837","245","11102","9848","130","75.39",""
"23","","Destiny 2","374070000","36599820","26938","1764","77893","8671","848","10.22",""
"24","","Heroes of the Storm","373500840","8069700","64502","321","13741","8657","187","46.28",""
"25","","StarCraft II","364483320","4060620","148897","156","7098","8448","94","89.76",""
"26","","Artifact","337668540","3018360","67321","1590","7694","7827","69","111.87",""
"27","","Music","320801220","11036520","22400","360","12414","7436","255","29.07",""
"28","","Rocket League","318199980","13514880","167749","580","53794","7375","313","23.54",""
"29","","Old School RuneScape","304615920","6440220","66958","253","9608","7061","149","47.3",""
"30","","Talk Shows & Podcasts","298732680","3984600","63169","361","13841","6924","92","74.97",""
"31","","Art","289899480","12000900","25896","475","22526","6719","278","24.16",""
"32","","Chess","287365740","952620","135778","55","1315","6661","22","301.66",""
"33","","Ark: Survival Evolved","267293220","12359400","44680","765","15470","6195","286","21.63",""
"34","","Minecraft","249750000","14709480","44783","744","39969","5789","340","16.98",""
"35","","Poker","228313200","3229860","23317","165","3231","5292","74","70.69",""
"36","","Escape from Tarkov","224927820","8820360","26739","419","9135","5213","204","25.5",""
"37","","Special Events","220198380","596880","259808","75","2447","5104","13","368.92",""
"38","","Rust","216946080","6559740","30749","373","11486","5028","152","33.07",""
"39","","Warcraft III","187347660","2043960","33593","94","2605","4342","47","91.66",""
"40","","Always On","180844200","572100","21755","19","43","4192","13","316.11",""
"41","","World of Tanks","180102420","6887280","19425","421","9308","4174","159","26.15",""
"42","","HITMAN 2","176687820","1744320","78744","265","6342","4095","40","101.29",""
"43","","Path of Exile","163828140","4911960","23786","189","7572","3797","113","33.35",""
"44","","NBA 2K19","160814520","12706200","16460","663","29970","3727","294","12.66",""
"45","","ASMR","149111340","1629300","9677","54","1352","3456","37","91.52",""
"46","","Black Desert","146305080","6591780","12596","265","8123","3391","152","22.2",""
"47","","SMITE","133295100","5737380","29167","265","11510","3089","132","23.23",""
"48","","Farming Simulator 19","120410340","4095660","42848","783","7556","2791","94","29.4",""
"49","","Street Fighter V","118730940","1799760","86152","86","3606","2752","41","65.97",""
"50","","Darksiders III","118575240","1345980","77310","580","4166","2748","31","88.1",""
"51","","Slay the Spire","114664200","1380780","11672","66","3992","2657","32","83.04",""
"52","","Spyro Reignited Trilogy","111451320","6500100","58334","1346","17693","2583","150","17.15",""
"53","","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","108295860","2596800","19461","165","2248","2510","60","41.7",""
"54","","Super Smash Bros. Melee","98769720","826080","59593","58","2503","2289","19","119.56",""
"55","","Thief Simulator","95231100","609300","88793","77","2889","2207","14","156.3",""
"56","","Dungeons & Dragons","90877140","1923900","40213","184","3289","2106","44","47.24",""
"57","","Games + Demos","89461080","1801440","27682","91","5490","2073","41","49.66",""
"58","","Garry's Mod","88788480","1217160","93660","103","5868","2058","28","72.95",""
"59","","OVERKILL's The Walking Dead","85819260","1997760","88925","465","4038","1989","46","42.96",""
"60","","Ring Of Elysium","83616300","7735860","42959","937","22600","1938","179","10.81",""
"61","","Retro","83313900","4204860","13650","160","5190","1931","97","19.81",""
"62","","Marbles On Stream","82446120","2066580","24166","94","4734","1911","47","39.89",""
"63","","The Elder Scrolls Online","81479160","2944260","12885","138","4775","1888","68","27.67",""
"64","","Diablo III","76004520","4116660","19048","186","10754","1761","95","18.46",""
"65","","Travel & Outdoors","74310480","3078180","47206","155","22282","1722","71","24.14",""
"66","","RimWorld","72542640","2192520","15742","125","3382","1681","50","33.09",""
"67","","Final Fantasy XIV Online","69430920","5718180","88767","534","8346","1609","132","12.14",""
"68","","Dark Souls III","69396240","4114920","16759","173","10921","1608","95","16.86",""
"69","","Tibia","69189120","3341640","4885","172","3457","1603","77","20.71",""
"70","","Monster Hunter: World","68923200","6040320","10828","383","16036","1597","140","11.41",""
"71","","Food & Drink","67330860","905040","24180","81","3888","1560","20","74.4",""
"72","","One Hour One Life","67099080","287580","34399","33","767","1555","6","233.32",""
"73","","Ragnarok M: Eternal Love","65948700","997080","6304","56","1210","1528","23","66.14",""
"74","","Welcome to the Game II","65041860","100920","32422","21","428","1507","2","644.49",""
"75","","Football Manager 2019","63514140","1291680","16189","72","1638","1472","29","49.17",""
"76","","7 Days to Die","61516500","3846720","8877","293","6592","1425","89","15.99",""
"77","","Gwent: The Witcher Card Game","61347420","1039200","13446","63","1792","1422","24","59.03",""
"78","","SoulCalibur VI","60771960","1797720","16866","123","4583","1408","41","33.81",""
"79","","DayZ","60653700","2583360","34062","188","5376","1405","59","23.48",""
"80","","Battlerite Royale","59990160","1368000","17948","142","3259","1390","31","43.85",""
"81","","Fitness & Health","59614860","232500","160132","52","1006","1381","5","256.41",""
"82","","osu!","59537640","6930480","9239","306","25338","1380","160","8.59",""
"83","","Super Mario Maker","58762620","629280","12552","38","689","1362","14","93.38",""
"84","","Super Smash Bros. for Wii U","58106220","1245060","34411","237","2721","1346","28","46.67",""
"85","","Tekken 7","57960360","1917540","71202","75","6029","1343","44","30.23",""
"86","","MapleStory 2","56984220","3690840","6633","286","7878","1320","85","15.44",""
"87","","Madden NFL 19","56813940","8109840","19729","567","21359","1316","187","7.01",""
"88","","Heroes of Might and Magic III: The Shadow of Death","56446260","498000","12604","35","552","1308","11","113.35",""
"89","","Star Citizen","53488560","1952220","13910","193","3647","1239","45","27.4",""
"90","","StarCraft","52460280","777300","41029","43","1422","1216","18","67.49",""
"91","","Summoners War: Sky Arena","52254960","1037820","3630","55","1179","1211","24","50.35",""
"92","","The Binding of Isaac: Repentance","52119060","1241700","19289","65","3901","1208","28","41.97",""
"93","","Assassin's Creed Odyssey","51952800","4412940","15965","212","13533","1204","102","11.77",""
"94","","Last Year","49745340","486780","49978","199","1472","1153","11","102.19",""
"95","","Euro Truck Simulator 2","48801720","3278640","28529","347","8129","1131","76","14.88",""
"96","","World of Warships","48384960","2285580","18204","111","3716","1121","52","21.17",""
"97","","Science & Technology","47291940","2738940","11978","161","4824","1096","63","17.27",""
"98","","Dragon Ball FighterZ","46773420","1565100","21522","93","6471","1084","36","29.89",""
"99","","Fallout 4","46459440","3951600","10043","199","10849","1076","91","11.76",""
"100","","The Legend of Zelda: Ocarina of Time","45323040","1377360","7745","103","1883","1050","31","32.91",""